# Mysterious pattern central peak parameters
# I_baseline Intensity  Δxcam  Δycam FWHM_maj FWHM_min orientation  Δ2theta     Δchi
#      [cts]     [cts]  [pix]  [pix]    [pix]    [pix]       [deg]    [deg]    [deg]
     1335.27  12564.56  5.600  5.089    0.776    0.929      -20.66 -0.00114 -0.00440
     1333.32  12376.32  5.392  5.218    0.937    0.785       62.30 -0.00678  0.00117
     1340.75  12518.66  5.056  5.332    0.904    0.780     -112.26 -0.01363  0.01023
     1351.77  13622.55  5.948  5.145    0.718    0.895      -10.03  0.00172 -0.01382
     1350.48  13723.58  6.009  5.049    0.711    0.878       -7.51  0.00477 -0.01544
     1350.86  13282.51  6.028  4.986    0.725    0.893      -11.83  0.00654 -0.01595
     1352.07  12880.61  5.961  5.030    0.738    0.905      -11.83  0.00466 -0.01416
     1350.51  12935.12  5.836  4.982    0.739    0.924       -5.31  0.00430 -0.01075
     1341.06  12378.39  5.667  4.868    0.779    0.923       -0.03  0.00501 -0.00617
     1347.72  12836.16  5.780  4.804    0.744    0.915       -4.94  0.00794 -0.00922
     1348.27  13039.13  5.814  4.724    0.733    0.908       -4.17  0.01027 -0.01011
     1344.98  12364.47  5.757  4.640    0.762    0.942       -9.16  0.01161 -0.00854
     1339.05  10701.44  5.316  4.683    0.869    0.973      -22.05  0.00522  0.00334
     1343.71  10683.75  4.914  4.738    0.834    0.950       -5.19 -0.00101  0.01419
     1350.93  11610.01  4.845  4.864    0.922    0.807      263.82 -0.00489  0.01602
     1354.68  12883.39  5.070  4.989    0.750    0.902      175.74 -0.00519  0.00993
     1346.93  12696.32  5.254  5.013    0.755    0.908       -2.62 -0.00351  0.00494
     1341.42  12675.29  5.475  4.948    0.791    0.895        0.51  0.00076 -0.00102
     1345.74  13076.70  5.775  4.893    0.752    0.890       -4.96  0.00572 -0.00910
     1350.69  13355.07  5.864  4.847    0.724    0.900       -8.55  0.00791 -0.01148
     1349.73  13433.77  5.850  4.874    0.725    0.898       -9.26  0.00710 -0.01112
     1348.10  13437.29  5.883  4.892    0.719    0.900       -8.38  0.00705 -0.01201
     1352.22  13174.61  5.971  4.893    0.905    0.723       82.60  0.00809 -0.01438
     1351.90  13412.65  5.998  4.842    0.725    0.909       -6.86  0.00966 -0.01510
     1348.67  12794.73  5.912  4.839    0.742    0.916      169.01  0.00868 -0.01277
     1348.39  12669.68  5.804  4.866    0.760    0.910      -10.03  0.00673 -0.00987
     1339.58  12021.64  5.603  4.857    0.819    0.909      -19.02  0.00448 -0.00444
     1350.49  12719.72  5.284  4.865    0.782    0.891       -8.62  0.00042  0.00417
     1354.42  12749.32  5.202  4.937    0.755    0.903      -10.80 -0.00232  0.00637
     1359.41  13143.70  5.112  4.996    0.749    0.885       -8.68 -0.00483  0.00879
     1352.04  13385.58  5.163  5.026    0.730    0.887       -5.89 -0.00494  0.00739
     1344.89  12884.39  5.314  5.044    0.753    0.908     1612.60 -0.00353  0.00331
     1348.08  12788.11  5.365  5.043    0.767    0.921       -4.98 -0.00289  0.00195
     1343.09  12536.46  5.357  4.988    0.766    0.930       -1.22 -0.00165  0.00216
     1348.28  12738.80  5.313  4.905    0.758    0.923       -0.57 -0.00019  0.00338
     1344.05  12787.09  5.337  4.841    0.762    0.912        0.46  0.00166  0.00274
     1343.21  12610.98  5.416  4.852    0.778    0.917       -6.77  0.00235  0.00061
     1347.18  12603.17  5.259  4.839    0.779    0.910       -8.00  0.00075  0.00485
     1348.13  11880.81  4.980  4.835    0.809    0.896      171.20 -0.00253  0.01237
     1348.38  12088.45  4.826  4.816    0.877    0.805     -990.42 -0.00396  0.01654
     1352.22  12895.69  4.994  4.785    0.871    0.756      277.28 -0.00116  0.01200
     1349.76  13437.29  5.293  4.791    0.753    0.874        0.49  0.00232  0.00394
     1340.58  12678.56  5.438  4.867    0.777    0.898      -11.33  0.00225  0.00002
     1339.42  12645.07  5.443  4.976    0.772    0.910      -14.91 -0.00031 -0.00015
     1345.06  12718.83  5.299  5.027    0.769    0.900      -11.63 -0.00330  0.00373
     1348.54  13263.68  5.235  4.975    0.740    0.898    -1622.70 -0.00283  0.00546
     1349.74  13053.75  5.279  4.923    0.909    0.744      -93.68 -0.00104  0.00428
     1345.43  12489.07  5.244  4.899    0.757    0.923       -6.17 -0.00088  0.00523
     1346.98  11988.93  5.048  4.915    0.794    0.923      -10.28 -0.00365  0.01054
     1335.83  11290.54  4.748  4.915    0.909    0.848     -102.50 -0.00729  0.01861
     1339.13  11617.09  4.708  4.927    0.894    0.832    -1353.39 -0.00806  0.01968
     1348.34  12025.11  5.045  4.920    0.806    0.894      182.32 -0.00380  0.01061
     1343.84  12174.99  5.456  4.920    0.906    0.806       84.78  0.00120 -0.00049
     1340.59  12454.53  5.546  4.942    0.779    0.927      -14.35  0.00175 -0.00291
     1336.20  12123.23  5.444  5.021    0.787    0.938      -17.48 -0.00139 -0.00019
     1344.27  12039.33  5.193  5.073    0.934    0.790     -106.03 -0.00570  0.00658
     1347.56  12565.25  5.033  5.121    0.763    0.903       -9.96 -0.00880  0.01089
     1350.97  13022.06  5.176  5.140    0.892    0.740      262.50 -0.00754  0.00703
     1348.93  12931.16  5.334  5.087    0.766    0.884       -4.84 -0.00434  0.00277
     1340.83  13010.43  5.460  4.994    0.888    0.775      -94.98 -0.00055 -0.00061
     1340.99  12753.06  5.486  4.876    0.783    0.890        1.00  0.00262 -0.00128
     1343.38  12756.59  5.662  4.736    0.770    0.893       -0.66  0.00813 -0.00601
     1350.30  13085.97  5.819  4.670    0.728    0.904       -7.34  0.01164 -0.01023
     1343.50  13205.97  5.904  4.685    0.718    0.904      -10.36  0.01231 -0.01253
     1351.79  13393.38  5.932  4.706    0.902    0.718       79.40  0.01214 -0.01329
     1347.86  13220.44  5.861  4.728    0.744    0.900      -13.64  0.01073 -0.01137
     1338.96  12433.76  5.652  4.763    0.790    0.901      -21.29  0.00737 -0.00575
     1339.72  12731.36  5.368  4.794    0.782    0.896      -14.81  0.00317  0.00192
     1349.63  13118.81  5.201  4.808    0.744    0.899       -7.48  0.00079  0.00643
     1345.99  12817.66  5.181  4.892    0.742    0.921       -9.68 -0.00148  0.00694
     1345.95  12797.53  5.136  4.967    0.744    0.914       -9.29 -0.00385  0.00815
     1351.28  13099.42  5.060  4.938    0.734    0.905      179.15 -0.00405  0.01019
     1347.82  12992.41  5.069  4.844    0.900    0.737      272.84 -0.00168  0.00997
     1344.51  12354.83  4.983  4.768    0.900    0.761       95.00 -0.00089  0.01231
     1347.79  12594.89  4.971  4.766    0.758    0.897        2.29 -0.00099  0.01265
     1348.79  12743.05  5.158  4.904    0.887    0.755     -268.69 -0.00205  0.00757
     1342.91  13059.40  5.365  5.027    0.771    0.893       -7.75 -0.00252  0.00195
     1339.20  13218.43  5.415  5.095    0.773    0.883       -8.61 -0.00353  0.00059
     1338.21  13197.96  5.584  5.111    0.765    0.881       -8.35 -0.00188 -0.00398
     1337.34  13174.07  5.664  5.118    0.754    0.886       -8.07 -0.00109 -0.00614
     1339.97  13230.19  5.787  5.154    0.732    0.891      -12.03 -0.00046 -0.00946
     1337.36  12595.98  5.717  5.224    0.764    0.919      -19.22 -0.00298 -0.00761
     1328.02  11724.71  5.379  5.280    0.822    0.941     -387.91 -0.00846  0.00151
     1333.52  11717.22  5.001  5.342    0.938    0.813      238.69 -0.01455  0.01171
     1347.56  13207.22  6.050  5.171    0.738    0.883      166.75  0.00234 -0.01659
     1349.33  13542.92  6.055  5.130    0.717    0.895     -192.62  0.00339 -0.01670
     1346.40  13271.35  6.067  5.069    0.723    0.893       -8.00  0.00501 -0.01702
     1346.63  13197.91  5.990  4.966    0.734    0.907       -9.94  0.00655 -0.01492
     1348.22  13014.80  5.806  4.964    0.751    0.897       -9.33  0.00439 -0.00996
     1340.96  12722.82  5.611  4.904    0.791    0.890       -4.58  0.00345 -0.00465
     1348.21  12861.45  5.715  4.796    0.756    0.898       -5.10  0.00732 -0.00744
     1342.37  13073.84  5.705  4.726    0.755    0.890       -4.09  0.00891 -0.00716
     1340.51  12766.36  5.663  4.637    0.772    0.895       -4.02  0.01054 -0.00603
     1340.32  11718.30  5.406  4.617    0.910    0.826     -108.63  0.00790  0.00094
     1351.63  11550.58  5.144  4.736    0.825    0.898      889.75  0.00185  0.00797
     1348.56  12387.81  5.071  4.885    0.905    0.762     -100.02 -0.00264  0.00990
     1358.20  13033.37  5.132  4.930    0.743    0.896       -2.68 -0.00299  0.00825
     1356.37  12646.78  5.249  4.919    0.764    0.905       -3.76 -0.00130  0.00511
     1342.96  12253.59  5.434  4.921    0.798    0.909       -1.48  0.00089  0.00009
     1347.66  12981.02  5.746  4.949    0.752    0.899       -4.39  0.00400 -0.00831
     1345.33  13262.04  5.873  4.931    0.720    0.892       -7.47  0.00599 -0.01174
     1345.54  13275.68  5.881  4.919    0.719    0.897       -8.14  0.00637 -0.01195
     1347.99  13592.98  5.899  4.951    0.719    0.890       -8.37  0.00581 -0.01246
     1348.94  13307.11  5.916  4.942    0.722    0.885       -7.47  0.00623 -0.01290
     1348.90  13622.13  5.932  4.869    0.878    0.717       84.74  0.00819 -0.01332
     1347.85  13378.16  5.946  4.807    0.896    0.719       80.36  0.00987 -0.01369
     1340.84  12590.05  5.867  4.830    0.743    0.922      168.23  0.00836 -0.01157
     1339.71  11983.76  5.621  4.831    0.802    0.925      -15.48  0.00536 -0.00493
     1342.86  12434.26  5.368  4.856    0.783    0.918      -10.07  0.00166  0.00191
     1349.86  12522.35  5.271  4.868    0.760    0.921       -5.57  0.00019  0.00451
     1350.86  12473.03  5.238  4.886    0.935    0.749       82.06 -0.00064  0.00541
     1341.58  12724.50  5.227  4.976    0.733    0.937       -7.52 -0.00294  0.00569
     1345.23  12938.89  5.255  4.965    0.744    0.924       -2.31 -0.00236  0.00494
     1345.51  12803.93  5.292  4.931    0.749    0.915       -1.49 -0.00107  0.00393
     1343.98  12829.30  5.302  4.933    0.756    0.897       -5.97 -0.00100  0.00367
     1356.94  13298.59  5.248  4.959    0.746    0.881       -5.64 -0.00228  0.00512
     1348.35  13355.17  5.325  4.933    0.757    0.878       -3.24 -0.00073  0.00306
     1344.41  12799.57  5.379  4.868    0.769    0.893       -2.18  0.00151  0.00161
     1348.22  12338.91  5.256  4.828    0.780    0.904       -4.66  0.00099  0.00492
     1347.80  11845.05  4.975  4.798    0.810    0.910       -4.03 -0.00170  0.01252
     1348.68  12021.82  4.864  4.811    0.788    0.911      356.59 -0.00337  0.01550
     1351.51  12728.15  5.012  4.886    0.895    0.757     4051.49 -0.00337  0.01150
     1339.92  12645.31  5.344  4.903    0.780    0.904       -1.87  0.00024  0.00255
     1341.16  12792.53  5.573  4.945    0.777    0.907       -9.31  0.00200 -0.00366
     1340.93  12211.17  5.543  4.993    0.793    0.926      -10.98  0.00049 -0.00285
     1342.38  12200.12  5.259  4.956    0.791    0.922       -6.65 -0.00207  0.00482
     1347.70  12760.98  5.119  4.908    0.741    0.907       -0.81 -0.00262  0.00861
     1350.82  12844.49  5.190  4.823    0.912    0.735    -1169.07  0.00030  0.00672
     1347.09  12912.40  5.250  4.826    0.751    0.901       -4.69  0.00097  0.00509
     1349.21  12002.76  5.086  4.847    0.907    0.794     -104.36 -0.00153  0.00952
     1340.64  11131.59  4.822  4.882    0.911    0.839     -101.18 -0.00559  0.01663
     1335.56  11373.11  4.722  4.909    0.903    0.830       81.64 -0.00746  0.01932
     1341.57  11782.67  5.020  4.941    0.811    0.892      183.11 -0.00462  0.01127
     1338.73  12320.19  5.417  4.902    0.799    0.907       -1.97  0.00116  0.00056
     1339.95  12110.56  5.644  4.902    0.787    0.932      -13.28  0.00390 -0.00555
     1347.12  12318.74  5.536  4.970    0.796    0.922      -18.89  0.00094 -0.00265
     1337.92  12390.94  5.286  4.993    0.775    0.918     2148.61 -0.00264  0.00409
     1351.22  12743.75  5.134  5.082    0.743    0.922      170.03 -0.00663  0.00816
     1350.82  13072.05  5.157  5.105    0.727    0.909     -185.45 -0.00693  0.00755
     1347.42  12924.37  5.217  5.055    0.738    0.907       -2.95 -0.00498  0.00595
     1345.97  12886.79  5.298  4.965    0.753    0.901        0.38 -0.00183  0.00378
     1344.73  12716.99  5.312  4.895    0.769    0.899       -0.81  0.00004  0.00340
     1343.52  12347.53  5.457  4.821    0.795    0.902        4.68  0.00360 -0.00049
     1344.10  12744.48  5.779  4.765    0.749    0.891       -5.17  0.00887 -0.00918
     1350.20  13175.53  5.954  4.785    0.894    0.740      259.52  0.01051 -0.01390
     1345.86  12961.77  5.972  4.846    0.892    0.733       77.35  0.00925 -0.01441
     1347.35  13218.96  5.910  4.855    0.902    0.735       76.32  0.00827 -0.01273
     1337.42  12238.45  5.648  4.883    0.807    0.907      -20.02  0.00441 -0.00565
     1347.50  12611.77  5.334  4.866    0.791    0.887       -6.51  0.00101  0.00283
     1350.62  13164.00  5.216  4.808    0.895    0.740      -91.51  0.00096  0.00603
     1342.97  12696.99  5.283  4.816    0.758    0.909       -4.23  0.00159  0.00421
     1342.66  12130.10  5.198  4.870    0.778    0.930      -10.08 -0.00075  0.00649
     1344.56  12214.26  5.007  4.889    0.914    0.770      263.76 -0.00352  0.01164
     1343.36  12588.79  4.948  4.858    0.881    0.758      273.34 -0.00348  0.01325
     1348.90  12659.27  4.973  4.803    0.751    0.895        2.64 -0.00186  0.01258
     1345.53  12839.75  5.095  4.861    0.744    0.895      180.74 -0.00176  0.00926
     1342.03  12270.72  5.351  4.975    0.791    0.922       -2.64 -0.00140  0.00233
     1334.48  12547.91  5.509  5.094    0.779    0.927     -552.15 -0.00238 -0.00194
     1331.09  12413.90  5.498  5.166    0.782    0.928     -193.13 -0.00425 -0.00167
     1335.83  12476.75  5.549  5.184    0.927    0.780       81.22 -0.00406 -0.00305
     1334.08  12704.96  5.625  5.163    0.767    0.917       -5.73 -0.00263 -0.00510
     1337.28  12608.35  5.772  5.137    0.741    0.927       -7.32 -0.00023 -0.00906
     1328.03  11820.88  5.667  5.116    0.796    0.952      -13.65 -0.00098 -0.00623
     1330.57  11605.88  5.299  5.136    0.967    0.821     -108.92 -0.00594  0.00371
     1331.70  11219.89  4.948  5.240    0.982    0.816      242.85 -0.01271  0.01314
     1342.84  12641.81  6.075  5.397    0.768    0.864      -21.57 -0.00282 -0.01730
     1343.96  12830.27  6.112  5.225    0.886    0.744     -101.75  0.00177 -0.01825
     1344.44  13010.53  6.012  5.080    0.728    0.901       -7.38  0.00406 -0.01553
     1351.32  12985.73  6.002  4.966    0.730    0.901       -8.00  0.00672 -0.01524
     1341.14  12765.26  5.851  4.929    0.742    0.925       -9.51  0.00576 -0.01115
     1337.30  12285.69  5.595  4.955    0.796    0.915      -13.12  0.00202 -0.00424
     1340.73  12860.99  5.587  4.872    0.783    0.887       -1.87  0.00395 -0.00401
     1340.13  12355.34  5.628  4.714    0.778    0.907       -1.76  0.00824 -0.00508
     1340.14  12575.53  5.626  4.648    0.773    0.902       -3.70  0.00984 -0.00503
     1344.74  12271.40  5.580  4.706    0.787    0.920      -19.01  0.00788 -0.00380
     1344.60  12150.57  5.300  4.821    0.790    0.914      -17.22  0.00170  0.00374
     1351.50  11459.59  5.254  4.892    0.818    0.919      -16.95 -0.00058  0.00497
     1352.14  12383.42  5.114  4.938    0.773    0.900       -3.36 -0.00339  0.00873
     1346.83  11953.72  5.267  4.901    0.778    0.907        0.73 -0.00064  0.00462
     1339.03  12351.41  5.477  4.934    0.793    0.906       -2.09  0.00110 -0.00105
     1341.02  12834.03  5.760  4.963    0.749    0.909       -5.64  0.00384 -0.00869
     1346.33  13087.21  5.895  4.965    0.723    0.908       -8.69  0.00544 -0.01235
     1352.05  13549.96  5.915  5.014    0.718    0.889       -9.08  0.00448 -0.01289
     1345.23  13150.75  5.939  5.028    0.721    0.906       -9.27  0.00444 -0.01356
     1345.64  12845.79  5.861  4.994    0.742    0.900       -6.04  0.00431 -0.01143
     1343.76  13048.61  5.797  4.883    0.738    0.903       -2.65  0.00621 -0.00968
     1351.59  13377.59  5.910  4.786    0.721    0.905      174.16  0.00994 -0.01273
     1349.03  12776.28  5.856  4.753    0.746    0.913       -7.21  0.01008 -0.01125
     1337.20  11845.52  5.634  4.707    0.806    0.933       -8.66  0.00849 -0.00524
     1341.69  12144.44  5.415  4.731    0.793    0.924       -7.91  0.00525  0.00065
     1348.75  12026.04  5.277  4.745    0.791    0.920       -4.46  0.00325  0.00437
     1350.43  11355.76  5.302  4.758    0.807    0.918       -1.87  0.00323  0.00370
     1349.17  12438.87  5.248  4.683    0.740    0.946      361.03  0.00439  0.00519
     1342.61  12087.68  5.287  4.701    0.751    0.955       -3.05  0.00442  0.00411
     1341.88  12441.36  5.360  4.794    0.764    0.950       -7.01  0.00307  0.00214
     1340.77  12346.44  5.399  4.911    0.771    0.936      -13.45  0.00072  0.00104
     1346.71  12725.54  5.284  4.973    0.755    0.923      169.82 -0.00218  0.00414
     1345.49  13162.37  5.238  4.966    0.739    0.902       -4.15 -0.00256  0.00539
     1346.88  13164.45  5.272  4.906    0.746    0.890       -3.00 -0.00071  0.00450
     1348.98  12503.10  5.163  4.821    0.890    0.763       90.82  0.00001  0.00744
     1343.02  11759.11  4.924  4.762    0.884    0.804     -273.44 -0.00145  0.01391
     1349.00  12238.01  4.938  4.779    0.768    0.897        3.59 -0.00169  0.01352
     1346.62  12561.80  5.123  4.835    0.743    0.904       -0.50 -0.00080  0.00852
     1336.53  12356.83  5.414  4.875    0.791    0.910        0.75  0.00176  0.00065
     1338.48  12210.27  5.646  4.911    0.788    0.917       -9.31  0.00370 -0.00561
     1336.30  11871.88  5.476  4.887    0.810    0.920      -10.28  0.00223 -0.00103
     1344.65  12415.53  5.239  4.914    0.775    0.901      -10.25 -0.00129  0.00538
     1349.58  12018.88  5.078  4.943    0.787    0.893      -11.08 -0.00397  0.00971
     1350.87  12570.18  5.185  4.906    0.759    0.884     -181.06 -0.00176  0.00682
     1346.40  12937.90  5.200  4.833    0.739    0.892     -540.60  0.00017  0.00645
     1347.12  12290.22  5.076  4.794    0.914    0.761      -95.19 -0.00038  0.00981
     1341.07  11805.85  4.871  4.869    0.899    0.796       76.14 -0.00468  0.01532
     1343.39  12099.20  4.846  4.946    0.787    0.897    -1086.68 -0.00685  0.01598
     1344.04  12695.95  5.088  5.015    0.753    0.899       -1.66 -0.00558  0.00943
     1339.26  12601.07  5.405  5.048    0.792    0.893       -3.63 -0.00251  0.00085
     1340.89  12794.47  5.663  5.043    0.773    0.888       -7.63  0.00072 -0.00610
     1337.99  12425.78  5.572  5.022    0.789    0.901      -16.82  0.00013 -0.00364
     1343.59  12678.12  5.333  5.063    0.781    0.899      -15.17 -0.00376  0.00281
     1348.57  12915.37  5.165  5.057    0.744    0.900       -6.77 -0.00565  0.00734
     1347.81  12675.90  5.079  4.983    0.905    0.748      811.56 -0.00493  0.00969
     1347.10  12662.32  5.142  4.899    0.745    0.911        0.48 -0.00211  0.00798
     1346.90  12231.28  5.289  4.928    0.776    0.911       -5.74 -0.00103  0.00402
     1345.88  12806.94  5.283  4.952    0.764    0.899       -3.21 -0.00169  0.00419
     1340.25  12437.56  5.471  4.972    0.800    0.888      179.55  0.00011 -0.00089
     1348.44  13083.51  5.827  4.981    0.747    0.873       -7.53  0.00422 -0.01052
     1346.34  12578.02  5.990  4.915    0.759    0.882      350.96  0.00778 -0.01489
     1348.02  12986.04  5.968  4.870    0.907    0.732       80.87  0.00862 -0.01429
     1339.62  12666.07  5.904  4.865    0.744    0.924      167.88  0.00796 -0.01256
     1327.29  11316.88  5.583  4.879    0.843    0.943      -24.15  0.00373 -0.00391
     1345.25  12208.40  5.183  4.850    0.898    0.793       84.04 -0.00043  0.00689
     1346.65  12713.51  5.167  4.793    0.755    0.892     2162.91  0.00074  0.00735
     1342.33  12815.86  5.324  4.763    0.760    0.899       -3.90  0.00337  0.00312
     1342.08  12339.06  5.244  4.796    0.770    0.903       -9.42  0.00160  0.00527
     1342.95  12533.07  5.051  4.866    0.761    0.897      -11.79 -0.00243  0.01045
     1341.08  11978.02  4.895  4.898    0.789    0.894    -3424.90 -0.00510  0.01466
     1347.10  12885.60  5.002  4.895    0.748    0.889      360.50 -0.00374  0.01178
     1342.79  12845.64  5.220  4.921    0.899    0.754      629.66 -0.00170  0.00587
     1332.25  12396.60  5.536  4.972    0.919    0.786       84.13  0.00090 -0.00265
     1332.57  12255.00  5.574  5.000    0.783    0.940      -12.54  0.00068 -0.00369
     1327.91  11975.19  5.545  5.011    0.790    0.941       -8.51  0.00006 -0.00290
     1327.22  11833.86  5.539  4.997    0.791    0.945       -7.42  0.00034 -0.00275
     1332.25  12375.72  5.615  5.023    0.772    0.937       -7.83  0.00062 -0.00480
     1337.48  12380.58  5.673  4.989    0.768    0.933       -7.63  0.00216 -0.00636
     1327.81  11732.50  5.532  4.948    0.817    0.946      -14.18  0.00142 -0.00254
     1331.95  11496.69  5.213  4.987    0.806    0.965    -1096.15 -0.00337  0.00605
     1332.95  11310.64  4.953  5.101    0.791    0.990      157.47 -0.00930  0.01304
     1343.29  12974.32  6.000  5.576    0.746    0.848       -7.10 -0.00807 -0.01532
     1342.40  13184.65  6.031  5.320    0.732    0.871       -7.34 -0.00149 -0.01611
     1348.94  13574.68  5.953  5.157    0.722    0.881       -7.77  0.00150 -0.01396
     1343.86  13260.96  5.963  5.058    0.723    0.878       -9.74  0.00400 -0.01419
     1346.41  13200.45  5.842  4.966    0.740    0.889       -7.56  0.00475 -0.01091
     1335.19  12095.32  5.645  4.951    0.793    0.921      -16.11  0.00273 -0.00560
     1340.88  12434.48  5.390  4.891    0.788    0.894        3.67  0.00108  0.00131
     1340.63  12745.32  5.496  4.757    0.785    0.882        5.45  0.00563 -0.00154
     1344.43  12864.47  5.692  4.712    0.753    0.898       -6.36  0.00908 -0.00681
     1340.45  12624.21  5.743  4.764    0.753    0.914      -14.93  0.00845 -0.00821
     1338.43  12026.91  5.483  4.890    0.802    0.930      -22.92  0.00224 -0.00122
     1342.20  11651.86  5.303  4.955    0.806    0.919      -12.93 -0.00152  0.00363
     1346.47  12093.80  5.132  4.994    0.769    0.900       -6.31 -0.00453  0.00825
     1346.57  12668.04  5.301  4.983    0.777    0.896       -2.85 -0.00223  0.00370
     1335.22  12669.37  5.582  5.046    0.780    0.897       -6.26 -0.00033 -0.00390
     1348.27  13248.99  5.802  5.042    0.732    0.898       -6.72  0.00245 -0.00986
     1346.37  13365.15  5.952  5.048    0.714    0.893       -7.78  0.00410 -0.01390
     1343.93  13180.96  5.989  5.075    0.720    0.905       -9.80  0.00392 -0.01491
     1341.37  12773.85  5.870  5.074    0.757    0.910       -7.62  0.00248 -0.01169
     1337.03  12290.13  5.701  4.967    0.779    0.903        0.77  0.00304 -0.00712
     1339.69  12376.95  5.713  4.864    0.774    0.905       -2.71  0.00565 -0.00740
     1340.24  12911.24  5.854  4.806    0.896    0.737       83.47  0.00879 -0.01122
     1345.76  12840.33  5.774  4.763    0.752    0.892      -11.96  0.00884 -0.00905
     1337.64  12658.02  5.567  4.741    0.800    0.883       -6.53  0.00685 -0.00343
     1339.21  12296.91  5.409  4.708    0.792    0.896       -3.44  0.00574  0.00083
     1348.18  12197.38  5.286  4.674    0.788    0.896       -0.09  0.00508  0.00415
     1351.80  11925.50  5.175  4.608    0.778    0.913        3.59  0.00531  0.00718
     1349.81  12628.64  5.190  4.552    0.912    0.738       95.90  0.00686  0.00677
     1335.57  12036.27  5.398  4.565    0.773    0.920       -0.02  0.00906  0.00116
     1332.44  12204.47  5.601  4.642    0.767    0.936      -10.87  0.00968 -0.00434
     1335.21  11925.39  5.607  4.744    0.776    0.953      -16.30  0.00727 -0.00453
     1332.24  11909.32  5.413  4.874    0.781    0.951      -19.24  0.00177  0.00068
     1347.06  12698.78  5.221  4.928    0.753    0.923       -8.55 -0.00185  0.00586
     1351.72  12939.02  5.171  4.895    0.901    0.740      -92.90 -0.00166  0.00720
     1349.52  12607.96  5.045  4.832    0.891    0.765      267.58 -0.00168  0.01063
     1344.50  12158.81  4.879  4.774    0.885    0.784      -87.84 -0.00229  0.01513
     1345.49  12685.76  5.008  4.780    0.891    0.750      -87.88 -0.00086  0.01162
     1342.71  12827.82  5.231  4.817    0.900    0.744      -91.22  0.00093  0.00562
     1335.81  12588.16  5.533  4.862    0.784    0.909     -184.79  0.00354 -0.00256
     1340.63  12436.50  5.614  4.829    0.775    0.915       -7.61  0.00530 -0.00472
     1333.23  12280.88  5.490  4.835    0.789    0.919      -14.04  0.00365 -0.00138
     1341.98  12059.14  5.283  4.870    0.784    0.926      -11.26  0.00029  0.00421
     1350.88  12188.56  5.072  4.894    0.766    0.916       -5.68 -0.00285  0.00988
     1349.09  12947.98  5.108  4.867    0.898    0.731       89.92 -0.00175  0.00892
     1351.67  13159.72  5.126  4.841    0.733    0.893       -2.62 -0.00092  0.00845
     1352.22  12983.94  5.118  4.865    0.732    0.891       -5.05 -0.00160  0.00864
     1343.12  12064.18  4.963  4.903    0.780    0.903      348.44 -0.00438  0.01282
     1349.84  12416.93  4.914  4.962    0.891    0.769     4406.82 -0.00639  0.01412
     1348.31  12785.01  5.153  4.984    0.751    0.900       -0.83 -0.00403  0.00767
     1333.84  12262.25  5.497  5.037    0.924    0.788      -93.87 -0.00115 -0.00162
     1339.64  12424.01  5.654  5.031    0.769    0.924       -7.38  0.00089 -0.00584
     1335.64  12049.83  5.597  5.041    0.787    0.922      -12.83 -0.00001 -0.00433
     1337.40  12157.54  5.336  5.073    0.801    0.920      -15.00 -0.00398  0.00272
     1346.71  12154.81  5.049  5.028    0.784    0.900      178.22 -0.00637  0.01046
     1346.02  12313.78  4.964  4.931    0.764    0.895    -2875.73 -0.00506  0.01278
     1349.44  12674.52  5.140  4.865    0.898    0.751      -87.44 -0.00133  0.00806
     1336.14  12289.82  5.360  4.871    0.775    0.915       -4.66  0.00119  0.00212
     1336.29  12266.89  5.433  4.974    0.779    0.937      -11.84 -0.00040  0.00013
     1332.81  12337.63  5.581  5.065    0.783    0.915       -7.20 -0.00080 -0.00389
     1343.73  13336.72  5.772  5.045    0.735    0.896       -4.61  0.00199 -0.00903
     1346.89  12991.40  5.854  4.944    0.729    0.898       -3.97  0.00543 -0.01123
     1344.20  12990.05  5.894  4.836    0.897    0.728       83.38  0.00854 -0.01230
     1342.64  12758.19  5.885  4.785    0.745    0.919      169.47  0.00965 -0.01204
     1327.56  11576.37  5.566  4.784    0.836    0.937      -24.98  0.00581 -0.00343
     1344.03  11924.75  5.147  4.817    0.800    0.903     -187.50 -0.00007  0.00787
     1344.51  12804.35  5.143  4.816    0.746    0.885      182.53 -0.00010  0.00800
     1336.66  12648.18  5.354  4.799    0.773    0.899       -2.37  0.00287  0.00230
     1340.63  12596.50  5.306  4.845    0.775    0.898      -11.90  0.00117  0.00359
     1341.09  12112.31  5.098  4.883    0.898    0.788      976.76 -0.00225  0.00917
     1339.71  11721.07  4.893  4.895    0.802    0.898      715.64 -0.00505  0.01472
     1341.07  12451.29  5.046  4.907    0.896    0.761      269.02 -0.00347  0.01059
     1334.91  12669.64  5.316  4.892    0.761    0.905       -2.45  0.00016  0.00329
     1330.16  12447.73  5.535  4.864    0.925    0.778       86.79  0.00350 -0.00261
     1328.13  12170.22  5.525  4.808    0.781    0.933       -5.05  0.00474 -0.00234
     1330.72  12376.05  5.547  4.811    0.775    0.932       -7.55  0.00491 -0.00292
     1329.82  12361.02  5.599  4.863    0.770    0.934       -8.84  0.00429 -0.00433
     1327.31  12320.05  5.641  4.903    0.767    0.932      -10.21  0.00384 -0.00547
     1328.62  12123.29  5.550  4.891    0.796    0.928       -9.39  0.00303 -0.00302
     1331.44  11742.04  5.359  4.835    0.804    0.931       -2.41  0.00207  0.00214
