# Mysterious pattern central peak parameters
# I_baseline Intensity  Δxcam  Δycam FWHM_maj FWHM_min orientation  Δ2theta     Δchi
#      [cts]     [cts]  [pix]  [pix]    [pix]    [pix]       [deg]    [deg]    [deg]
     1348.06  12343.58  5.287  4.585    0.771    0.930        1.28  0.00723  0.00414
     1351.30  11963.64  5.198  4.611    0.924    0.789       92.15  0.00553  0.00653
     1345.24  11264.50  5.577  4.730    0.913    0.857       96.45  0.00725 -0.00371
     1353.76  12871.15  5.783  4.829    0.740    0.916      -10.87  0.00735 -0.00929
     1348.50  12697.18  5.734  4.915    0.751    0.928      -12.72  0.00469 -0.00798
     1345.80  12557.17  5.622  4.960    0.779    0.928      -12.12  0.00224 -0.00497
     1344.54  12597.91  5.504  4.950    0.788    0.909     -184.98  0.00106 -0.00180
     1345.06  12954.14  5.475  4.868    0.891    0.777      -90.59  0.00267 -0.00098
     1348.52  12745.83  5.541  4.799    0.776    0.899       -1.65  0.00513 -0.00275
     1347.23  13052.27  5.667  4.798    0.752    0.901       -5.26  0.00670 -0.00614
     1346.03  13119.06  5.704  4.820    0.746    0.902       -7.55  0.00662 -0.00715
     1349.08  13188.28  5.764  4.776    0.726    0.900       -5.49  0.00842 -0.00878
     1354.75  13177.90  5.768  4.748    0.732    0.893       -8.26  0.00913 -0.00887
     1345.06  12505.60  5.647  4.744    0.767    0.929      -14.01  0.00777 -0.00561
     1341.61  12217.71  5.525  4.898    0.777    0.947      -18.23  0.00256 -0.00236
     1345.14  12510.12  5.414  5.002    0.778    0.935      -13.87 -0.00130  0.00062
     1348.20  12323.78  5.340  5.014    0.775    0.921       -8.01 -0.00250  0.00261
     1350.89  12881.26  5.267  4.970    0.749    0.911      357.96 -0.00233  0.00461
     1353.36  13163.72  5.220  4.957    0.739    0.903       -2.65 -0.00257  0.00587
     1351.04  13211.23  5.215  5.018    0.730    0.915       -7.21 -0.00410  0.00600
     1353.67  13165.02  5.250  5.141    0.741    0.912     -189.52 -0.00665  0.00502
     1347.84  13044.33  5.311  5.258    0.914    0.751     -644.55 -0.00873  0.00335
     1348.97  13128.95  5.230  5.316    0.893    0.749       76.21 -0.01113  0.00552
     1348.74  12261.63  5.295  5.305    0.885    0.803      264.64 -0.01006  0.00377
     1339.87  12218.27  5.453  5.218    0.803    0.900       -7.00 -0.00605 -0.00046
     1341.94  11795.85  5.249  5.121    0.810    0.939       -6.93 -0.00619  0.00505
     1342.67  11793.48  4.966  5.100    0.796    0.947       -7.15 -0.00912  0.01270
     1329.99  11107.57  4.692  5.060    0.943    0.840      -91.89 -0.01147  0.02011
     1335.88  11590.69  4.695  5.024    0.806    0.930     1442.91 -0.01057  0.02004
     1348.54  12765.87  4.903  5.029    0.921    0.736      -90.06 -0.00816  0.01442
     1349.19  13371.31  5.026  5.033    0.912    0.714      -92.02 -0.00677  0.01109
     1346.15  12996.27  5.023  5.022    0.723    0.924     -183.23 -0.00654  0.01118
     1343.09  12814.56  5.004  5.084    0.724    0.929       -6.09 -0.00827  0.01168
     1343.44  12947.77  5.017  5.193    0.724    0.933      171.09 -0.01074  0.01129
     1350.07  13713.93  5.957  5.237    0.871    0.718      -98.59 -0.00039 -0.01409
     1345.12  12886.51  5.817  5.058    0.760    0.898       -6.92  0.00222 -0.01025
     1349.38  13027.44  5.651  4.984    0.764    0.902       -5.19  0.00202 -0.00577
     1349.39  13269.97  5.718  4.889    0.742    0.884       -3.84  0.00512 -0.00754
     1350.03  13659.01  5.782  4.813    0.726    0.877       -6.32  0.00773 -0.00925
     1346.22  12947.99  5.722  4.803    0.743    0.917      -12.78  0.00724 -0.00765
     1341.45  12406.44  5.541  4.953    0.779    0.935      -17.34  0.00141 -0.00278
     1345.54  12455.27  5.370  5.034    0.779    0.921      -13.25 -0.00263  0.00181
     1348.10  12769.96  5.342  4.886    0.771    0.894        4.08  0.00061  0.00261
     1338.92  12134.78  5.539  4.549    0.915    0.795      -82.16  0.01117 -0.00265
     1342.45  11833.14  5.469  4.369    0.802    0.943       -6.66  0.01467 -0.00072
     1350.32  12325.97  5.288  4.524    0.768    0.923       -9.36  0.00871  0.00413
     1342.59  12675.98  5.339  4.758    0.771    0.916       -6.48  0.00368  0.00270
     1344.03  12713.32  5.497  4.892    0.781    0.910      170.20  0.00237 -0.00159
     1345.82  12853.08  5.524  4.864    0.893    0.778      446.82  0.00337 -0.00232
     1340.85  12762.92  5.440  4.766    0.893    0.778      -92.71  0.00470 -0.00002
     1343.66  12859.93  5.363  4.735    0.763    0.895       -4.61  0.00452  0.00207
     1352.04  12735.63  5.223  4.753    0.900    0.763       83.20  0.00239  0.00585
     1355.45  12829.26  5.187  4.805    0.892    0.751      -91.23  0.00069  0.00681
     1342.23  12197.94  5.416  4.879    0.795    0.905       -5.81  0.00169  0.00059
     1349.79  13207.46  5.664  4.959    0.763    0.884       -7.15  0.00276 -0.00610
     1348.23  13238.19  5.754  4.890    0.742    0.875       -6.85  0.00553 -0.00853
     1353.42  13154.44  5.825  4.737    0.740    0.888      -10.73  0.01009 -0.01041
     1356.39  13505.64  5.823  4.677    0.728    0.872       -7.30  0.01153 -0.01036
     1346.90  13310.78  5.742  4.627    0.737    0.881       -6.74  0.01174 -0.00814
     1341.29  12952.15  5.720  4.655    0.743    0.903      -12.99  0.01080 -0.00757
     1341.14  12224.37  5.605  4.733    0.782    0.924      -12.39  0.00751 -0.00446
     1346.90  12576.35  5.690  4.826    0.754    0.929      -10.32  0.00631 -0.00679
     1350.24  13102.34  5.766  4.865    0.729    0.914       -7.37  0.00628 -0.00883
     1351.16  13049.45  5.738  4.877    0.745    0.913       -7.85  0.00565 -0.00808
     1344.77  12664.04  5.684  4.797    0.765    0.908       -2.56  0.00692 -0.00661
     1342.24  12510.44  5.614  4.726    0.772    0.920       -9.03  0.00779 -0.00471
     1346.88  12191.06  5.460  4.778    0.788    0.926      -17.93  0.00467 -0.00055
     1352.07  12171.98  5.249  4.840    0.794    0.910      -14.15  0.00059  0.00513
     1360.30  12613.90  5.202  4.850    0.884    0.774     -100.95 -0.00022  0.00639
     1349.71  12602.05  5.379  4.837    0.796    0.878       -6.31  0.00226  0.00161
     1353.81  12847.81  5.684  4.779    0.760    0.889       -5.00  0.00736 -0.00660
     1354.40  13134.98  5.796  4.698    0.733    0.889       -4.98  0.01068 -0.00963
     1351.83  12965.61  5.763  4.649    0.744    0.890       -8.06  0.01148 -0.00873
     1345.23  12440.13  5.676  4.634    0.775    0.906       -7.55  0.01077 -0.00638
     1345.02  12103.93  5.562  4.633    0.806    0.906     -188.76  0.00942 -0.00330
     1350.62  12055.64  5.275  4.560    0.807    0.892        1.85  0.00768  0.00448
     1355.45  12135.96  4.985  4.528    0.894    0.789      -88.11  0.00494  0.01230
     1349.61  12357.92  4.965  4.577    0.769    0.887        0.53  0.00351  0.01283
     1355.39  13000.96  5.193  4.642    0.891    0.746     -628.73  0.00470  0.00668
     1354.08  12650.67  5.273  4.598    0.745    0.915        3.86  0.00676  0.00451
     1354.66  12551.25  5.270  4.564    0.753    0.919        1.56  0.00753  0.00461
     1351.26  12800.49  5.265  4.586    0.754    0.894        2.37  0.00695  0.00474
     1346.56  12328.13  5.411  4.679    0.896    0.791      -97.29  0.00646  0.00077
     1345.18  12355.42  5.663  4.757    0.781    0.911       -4.79  0.00763 -0.00603
     1349.51  13145.90  5.829  4.764    0.732    0.910       -7.48  0.00948 -0.01052
     1350.61  12746.29  5.852  4.802    0.734    0.927     -192.15  0.00886 -0.01116
     1343.50  12196.79  5.676  4.854    0.782    0.936      -14.15  0.00545 -0.00641
     1345.54  12234.39  5.423  4.842    0.800    0.927       -6.54  0.00268  0.00042
     1348.20  12542.23  5.364  4.796    0.771    0.908       -0.45  0.00306  0.00202
     1347.35  12699.67  5.473  4.767    0.782    0.908        0.63  0.00510 -0.00093
     1348.24  12991.85  5.711  4.794    0.742    0.909       -5.54  0.00733 -0.00735
     1345.14  12827.86  5.713  4.838    0.752    0.913      -11.04  0.00628 -0.00741
     1349.04  13260.22  5.718  4.851    0.742    0.896       -6.49  0.00604 -0.00755
     1349.24  13252.56  5.696  4.831    0.755    0.885       -5.04  0.00625 -0.00696
     1349.37  13357.41  5.745  4.836    0.735    0.883       -8.04  0.00672 -0.00827
     1345.58  13114.20  5.758  4.895    0.734    0.916      -14.16  0.00547 -0.00865
     1337.26  12118.66  5.500  4.954    0.800    0.931      -18.54  0.00091 -0.00169
     1343.96  12415.17  5.328  4.956    0.775    0.904       -5.49 -0.00124  0.00296
     1349.54  12991.43  5.274  4.948    0.751    0.905       -4.66 -0.00171  0.00443
     1348.95  13041.95  5.285  5.000    0.908    0.750      -96.33 -0.00283  0.00411
     1344.24  12863.67  5.329  5.068    0.748    0.907     -189.96 -0.00393  0.00290
     1344.84  12749.16  5.383  5.127    0.927    0.760      260.64 -0.00471  0.00144
     1336.24  12562.88  5.411  5.151    0.934    0.774       81.02 -0.00495  0.00069
     1343.13  12292.35  5.310  5.194    0.945    0.765     -103.24 -0.00721  0.00339
     1347.37  12765.29  5.212  5.193    0.740    0.931     -724.00 -0.00838  0.00603
     1346.66  12756.00  5.210  5.082    0.738    0.926        2.14 -0.00570  0.00611
     1347.38  12452.73  5.126  4.925    0.752    0.939      183.99 -0.00294  0.00841
     1343.34  11505.54  4.962  4.853    0.943    0.798      269.57 -0.00320  0.01285
     1332.13  11015.14  4.662  4.828    0.932    0.844      -87.56 -0.00623  0.02095
     1332.00  11556.16  4.707  4.861    0.926    0.796     -628.25 -0.00649  0.01973
     1344.48  12754.37  4.886  4.920    0.913    0.736     -270.99 -0.00574  0.01488
     1346.08  12722.84  4.979  4.920    0.736    0.918     -360.79 -0.00460  0.01239
     1342.80  12421.92  4.993  4.915    0.730    0.937     1978.11 -0.00430  0.01201
     1338.33  12629.57  4.992  4.942    0.729    0.941     -182.64 -0.00498  0.01202
     1343.77  12472.89  5.007  5.028    0.963    0.736      -95.88 -0.00689  0.01162
     1348.55  13569.93  5.960  5.318    0.728    0.863     -187.10 -0.00231 -0.01417
     1346.40  13312.56  5.801  5.140    0.740    0.880       -6.95  0.00007 -0.00986
     1342.80  13127.69  5.702  5.099    0.755    0.890       -9.00 -0.00016 -0.00716
     1349.68  13533.49  5.728  5.107    0.737    0.875       -6.78 -0.00002 -0.00787
     1350.22  13427.28  5.746  5.046    0.739    0.869       -6.59  0.00167 -0.00834
     1347.14  13242.41  5.769  4.940    0.735    0.880       -7.81  0.00451 -0.00895
     1339.88  12733.34  5.733  4.964    0.753    0.923      -16.37  0.00348 -0.00797
     1343.21  11963.54  5.405  5.002    0.813    0.913      -14.61 -0.00141  0.00088
     1354.36  12656.28  5.107  4.954    0.773    0.880       -2.02 -0.00388  0.00893
     1353.66  13190.45  5.200  4.822    0.755    0.853        4.36  0.00045  0.00644
     1343.13  13164.80  5.496  4.723    0.777    0.863       -5.23  0.00644 -0.00152
     1345.77  12973.36  5.541  4.737    0.766    0.883      -11.25  0.00665 -0.00274
     1343.33  12933.25  5.580  4.782    0.769    0.896       -9.38  0.00603 -0.00380
     1340.10  12250.18  5.593  4.829    0.774    0.925      -10.12  0.00506 -0.00416
     1338.80  12284.29  5.438  4.808    0.789    0.913       -5.19  0.00368  0.00003
     1347.53  13169.31  5.325  4.776    0.758    0.893       -2.41  0.00307  0.00309
     1351.45  13214.73  5.323  4.750    0.760    0.881       -0.91  0.00367  0.00314
     1350.26  12767.00  5.344  4.757    0.767    0.900       -6.07  0.00377  0.00258
     1341.57  12597.57  5.399  4.880    0.775    0.916       -6.60  0.00146  0.00106
     1346.68  12669.46  5.671  5.004    0.766    0.914       -8.83  0.00177 -0.00631
     1346.18  12906.38  5.679  5.059    0.763    0.909       -9.70  0.00054 -0.00654
     1342.24  12703.31  5.568  4.991    0.779    0.904       -5.14  0.00082 -0.00353
     1343.89  12631.73  5.644  4.870    0.779    0.891       -3.85  0.00468 -0.00555
     1347.41  12880.87  5.754  4.796    0.745    0.887       -9.55  0.00780 -0.00852
     1348.10  13085.04  5.735  4.791    0.740    0.881       -8.31  0.00768 -0.00798
     1349.63  12997.93  5.728  4.780    0.747    0.887      -10.27  0.00789 -0.00781
     1348.39  12938.41  5.722  4.771    0.745    0.900       -7.72  0.00803 -0.00765
     1355.73  13277.44  5.834  4.802    0.716    0.902       -8.83  0.00862 -0.01067
     1347.58  12953.30  5.830  4.859    0.730    0.918      -10.36  0.00721 -0.01057
     1345.84  12429.75  5.630  4.849    0.792    0.909      -10.54  0.00503 -0.00518
     1348.23  12781.47  5.531  4.846    0.786    0.882       -7.42  0.00390 -0.00250
     1347.05  13059.28  5.618  4.808    0.765    0.882       -7.70  0.00587 -0.00485
     1341.49  12218.08  5.595  4.827    0.783    0.914      -17.88  0.00511 -0.00421
     1351.19  12057.98  5.344  4.845    0.795    0.928      -17.79  0.00163  0.00255
     1353.87  11948.57  5.246  4.914    0.929    0.781     -284.16 -0.00121  0.00518
     1353.34  12585.63  5.252  4.855    0.761    0.909       -0.61  0.00029  0.00503
     1342.31  12435.71  5.535  4.748    0.784    0.900        2.85  0.00630 -0.00258
     1347.86  13112.59  5.711  4.681    0.745    0.900       -5.98  0.01007 -0.00732
     1348.24  12901.90  5.747  4.685    0.741    0.899      -10.61  0.01041 -0.00829
     1350.53  12210.53  5.726  4.739    0.780    0.905     -195.59  0.00883 -0.00774
     1343.79  11361.88  5.452  4.727    0.851    0.910      -32.28  0.00579 -0.00033
     1357.21  12509.83  5.075  4.655    0.868    0.785    -1350.20  0.00296  0.00986
     1355.17  12876.52  4.977  4.590    0.745    0.870        2.65  0.00335  0.01250
     1361.64  13118.53  5.076  4.587    0.887    0.731       92.17  0.00461  0.00984
     1357.37  12985.08  5.186  4.574    0.902    0.730      -87.63  0.00627  0.00686
     1353.69  12614.54  5.266  4.578    0.746    0.914       -1.22  0.00713  0.00472
     1352.45  12527.30  5.325  4.616    0.764    0.902       -2.54  0.00694  0.00310
     1350.53  12543.96  5.416  4.653    0.783    0.895       -0.35  0.00714  0.00066
     1343.44  12582.16  5.588  4.693    0.770    0.902       -5.63  0.00826 -0.00399
     1348.17  12813.99  5.770  4.765    0.740    0.904       -7.98  0.00873 -0.00893
     1352.70  13404.73  5.876  4.818    0.722    0.893      173.13  0.00876 -0.01181
     1353.14  13095.53  5.874  4.811    0.895    0.736       82.57  0.00891 -0.01176
     1338.78  12038.99  5.588  4.766    0.812    0.920       -8.76  0.00652 -0.00403
     1338.70  12258.75  5.358  4.723    0.788    0.917        0.25  0.00475  0.00221
     1344.83  12334.74  5.378  4.739    0.775    0.916       -0.85  0.00463  0.00165
     1344.93  12695.31  5.610  4.825    0.774    0.897       -2.56  0.00535 -0.00464
     1339.57  13181.99  5.807  4.888    0.726    0.900       -7.76  0.00622 -0.00996
     1346.56  13037.24  5.746  4.918    0.748    0.908       -9.57  0.00475 -0.00832
     1344.91  13331.73  5.711  4.919    0.742    0.902       -7.13  0.00429 -0.00736
     1346.42  13278.46  5.735  4.952    0.730    0.898       -8.96  0.00380 -0.00802
     1349.07  13242.96  5.768  4.970    0.724    0.906       -6.65  0.00377 -0.00892
     1348.14  12866.23  5.718  4.922    0.761    0.913       -6.02  0.00431 -0.00756
     1340.03  12360.31  5.446  4.878    0.913    0.795       82.27  0.00209 -0.00022
     1342.23  12602.83  5.354  4.888    0.767    0.918       -6.22  0.00073  0.00227
     1347.50  12681.78  5.385  4.972    0.776    0.912       -8.71 -0.00093  0.00142
     1342.52  12962.55  5.398  5.033    0.762    0.915      -11.09 -0.00225  0.00105
     1343.45  12794.08  5.366  5.047    0.759    0.914       -7.81 -0.00297  0.00190
     1337.50  12457.94  5.378  4.999    0.770    0.924       -4.11 -0.00167  0.00160
     1337.85  12174.67  5.389  4.927    0.772    0.939       -1.59  0.00021  0.00133
     1340.23  12042.04  5.327  4.914    0.778    0.951       -8.39 -0.00023  0.00299
     1348.64  12578.07  5.145  4.907    0.747    0.936       -4.47 -0.00226  0.00791
     1354.35  12606.07  5.064  4.889    0.749    0.918      178.22 -0.00282  0.01010
     1348.47  12870.62  4.959  4.812    0.903    0.745      -87.64 -0.00224  0.01294
     1341.83  12183.80  4.842  4.723    0.905    0.768       93.12 -0.00151  0.01613
     1335.33  11650.23  4.721  4.728    0.913    0.790      -95.34 -0.00310  0.01940
     1339.11  12298.44  4.837  4.828    0.759    0.910       -1.96 -0.00411  0.01624
     1342.60  12904.83  4.939  4.944    0.737    0.907    -1986.19 -0.00568  0.01347
     1340.65  12459.37  4.884  4.943    0.753    0.900     -541.15 -0.00630  0.01494
     1348.78  12418.95  4.916  4.905    0.896    0.750    -3146.47 -0.00501  0.01410
     1344.57  12856.46  4.929  4.900    0.730    0.903     -540.92 -0.00472  0.01374
     1339.13  12643.89  4.993  4.979    0.921    0.736     -272.59 -0.00586  0.01199
     1346.32  13401.10  5.938  5.429    0.729    0.848       -9.08 -0.00526 -0.01361
     1350.40  13635.65  5.788  5.264    0.727    0.862       -7.11 -0.00311 -0.00951
     1342.62  13275.84  5.807  5.184    0.723    0.892       -9.80 -0.00092 -0.01002
     1345.99  13303.83  5.827  5.239    0.726    0.892      -12.60 -0.00201 -0.01057
     1340.02  13176.90  5.687  5.250    0.754    0.883       -9.79 -0.00399 -0.00679
     1337.87  13330.94  5.709  5.176    0.747    0.870       -5.91 -0.00193 -0.00736
     1350.98  13336.48  5.769  5.070    0.739    0.884       -9.81  0.00136 -0.00897
     1338.07  12306.69  5.423  5.053    0.801    0.914      -21.23 -0.00243  0.00037
     1347.25  12552.26  5.110  5.098    0.765    0.894      345.38 -0.00731  0.00881
     1353.34  13500.25  5.165  5.136    0.745    0.864      714.14 -0.00756  0.00732
     1342.83  13364.81  5.415  5.069    0.868    0.770      -96.70 -0.00290  0.00058
     1344.90  13128.42  5.471  4.964    0.773    0.864       -2.35  0.00032 -0.00091
     1343.92  12722.14  5.541  4.822    0.777    0.888       -3.15  0.00459 -0.00276
     1338.51  12090.59  5.561  4.736    0.791    0.911       -3.11  0.00692 -0.00329
     1341.90  12269.63  5.447  4.712    0.787    0.909       -5.42  0.00610 -0.00020
     1343.19  12508.22  5.422  4.790    0.908    0.777       78.89  0.00392  0.00046
     1346.91  12930.93  5.315  4.836    0.761    0.887       -6.40  0.00150  0.00334
     1349.24  12969.93  5.320  4.769    0.758    0.883        2.27  0.00318  0.00322
     1339.42  12451.26  5.570  4.772    0.771    0.915       -6.48  0.00616 -0.00354
     1339.57  12460.02  5.773  4.815    0.736    0.951       -6.54  0.00757 -0.00902
     1336.00  11825.82  5.673  4.830    0.786    0.963       -7.42  0.00599 -0.00631
     1337.12  12119.26  5.521  4.838    0.788    0.938      715.27  0.00396 -0.00224
     1337.97  12535.11  5.560  4.882    0.785    0.910       -5.13  0.00338 -0.00329
     1351.49  12806.34  5.744  4.916    0.754    0.900       -8.63  0.00478 -0.00826
     1347.50  12882.31  5.741  4.936    0.745    0.897      -11.20  0.00428 -0.00819
     1343.06  12882.38  5.619  4.866    0.774    0.882       -1.78  0.00447 -0.00488
     1346.35  12926.73  5.673  4.793    0.759    0.882       -3.67  0.00689 -0.00631
     1347.60  13252.74  5.855  4.715    0.717    0.903       -6.52  0.01100 -0.01123
     1345.35  12899.82  5.883  4.684    0.726    0.926       -9.17  0.01208 -0.01196
     1343.35  12317.58  5.704  4.708    0.767    0.931      -12.13  0.00932 -0.00713
     1340.11  12204.04  5.593  4.768    0.778    0.933      -12.51  0.00652 -0.00416
     1339.40  12728.85  5.562  4.798    0.774    0.910       -6.13  0.00542 -0.00333
     1339.78  12352.06  5.574  4.730    0.781    0.911       -4.26  0.00720 -0.00362
     1343.53  12075.92  5.400  4.695    0.794    0.918       -7.33  0.00594  0.00107
     1347.30  11407.40  5.306  4.680    0.820    0.926      -10.40  0.00517  0.00361
     1351.92  12244.78  5.168  4.718    0.914    0.765      -93.66  0.00258  0.00732
     1346.50  12459.78  5.331  4.673    0.774    0.906        3.66  0.00563  0.00295
     1347.27  12704.57  5.664  4.660    0.764    0.898       -3.20  0.00998 -0.00604
     1350.56  12824.22  5.797  4.666    0.730    0.909       -7.48  0.01147 -0.00963
     1350.77  12477.05  5.786  4.694    0.757    0.918      -10.70  0.01066 -0.00934
     1338.19  11365.89  5.512  4.676    0.856    0.917      -12.71  0.00777 -0.00196
     1351.88  11585.36  5.064  4.634    0.826    0.904     3234.97  0.00333  0.01016
     1352.22  12042.45  4.890  4.568    0.890    0.782      -86.14  0.00283  0.01486
     1349.07  12375.35  4.985  4.482    0.748    0.914      184.43  0.00605  0.01233
     1352.78  12436.18  5.109  4.447    0.922    0.733      275.47  0.00841  0.00897
     1344.96  12465.08  5.328  4.485    0.920    0.759       90.22  0.01014  0.00306
     1341.41  12219.57  5.426  4.546    0.776    0.917       -7.01  0.00986  0.00039
     1341.14  12224.53  5.483  4.604    0.782    0.917       -4.41  0.00914 -0.00115
     1340.14  12503.36  5.647  4.668    0.768    0.914       -6.01  0.00960 -0.00559
     1354.21  13220.99  5.841  4.713    0.720    0.902       -7.32  0.01085 -0.01083
     1352.33  13230.14  5.933  4.721    0.919    0.719       81.61  0.01179 -0.01332
     1340.43  12342.96  5.805  4.714    0.762    0.919       -8.52  0.01041 -0.00986
     1342.29  12157.67  5.528  4.685    0.809    0.901       -6.06  0.00773 -0.00237
     1344.33  12289.12  5.389  4.696    0.788    0.902      537.68  0.00579  0.00137
     1341.20  12606.24  5.589  4.799    0.783    0.897       -4.33  0.00572 -0.00405
     1347.09  13160.71  5.747  4.898    0.734    0.903       -7.18  0.00524 -0.00833
     1348.01  13265.87  5.836  4.904    0.721    0.902       -6.55  0.00618 -0.01073
     1342.69  12867.77  5.768  4.907    0.742    0.916       -8.60  0.00529 -0.00891
     1345.61  12734.15  5.762  4.917    0.737    0.918       -7.31  0.00498 -0.00875
     1344.79  12801.01  5.735  4.902    0.743    0.918       -6.16  0.00501 -0.00801
     1338.13  12520.77  5.712  4.855    0.751    0.924       -5.93  0.00586 -0.00739
     1338.83  12331.55  5.603  4.817    0.785    0.919       -7.02  0.00547 -0.00444
     1337.39  12594.38  5.479  4.820    0.917    0.783     -457.69  0.00387 -0.00108
     1338.72  12344.46  5.519  4.888    0.775    0.932      169.21  0.00273 -0.00219
     1335.09  12220.45  5.531  5.006    0.776    0.940      -15.54  0.00001 -0.00252
     1338.46  12381.80  5.331  4.971    0.778    0.922       -2.66 -0.00155  0.00287
     1348.34  12626.35  5.259  4.834    0.929    0.749       93.38  0.00088  0.00485
     1344.33  12223.84  5.260  4.729    0.754    0.936     -358.57  0.00341  0.00485
     1342.17  12316.43  5.306  4.720    0.760    0.928        0.28  0.00418  0.00362
     1341.89  11978.47  5.314  4.698    0.773    0.926       -5.17  0.00483  0.00339
     1345.84  12483.89  5.144  4.678    0.741    0.926      177.24  0.00325  0.00797
     1347.36  12244.94  4.992  4.621    0.929    0.744       91.00  0.00277  0.01209
     1340.04  11923.38  4.867  4.595    0.930    0.766       89.77  0.00189  0.01547
     1340.35  11532.37  4.779  4.608    0.917    0.791       96.60  0.00050  0.01785
     1346.76  11982.13  4.902  4.674    0.916    0.759       88.29  0.00040  0.01451
     1345.03  12777.40  5.019  4.799    0.920    0.729      267.90 -0.00119  0.01133
     1344.30  12334.84  4.978  4.844    0.746    0.935      174.26 -0.00278  0.01243
     1341.08  12069.49  4.845  4.891    0.768    0.918     3056.99 -0.00553  0.01601
     1342.66  12083.12  4.818  4.903    0.909    0.761     -630.86 -0.00614  0.01673
     1344.40  12436.16  4.870  4.934    0.752    0.911     -359.27 -0.00626  0.01533
     1339.93  11950.62  5.034  5.044    0.949    0.751      -92.46 -0.00694  0.01089
     1341.81  12942.20  5.917  5.394    0.877    0.732      623.85 -0.00467 -0.01302
     1348.26  13175.11  5.799  5.317    0.730    0.884       -8.77 -0.00423 -0.00984
     1344.54  13291.04  5.874  5.288    0.722    0.880       -7.37 -0.00263 -0.01184
     1347.60  13282.21  5.884  5.253    0.725    0.888      -10.83 -0.00165 -0.01212
     1340.97  12582.64  5.701  5.245    0.762    0.908      -12.86 -0.00369 -0.00718
     1340.07  12906.39  5.659  5.238    0.760    0.893       -7.85 -0.00403 -0.00603
     1344.15  12730.96  5.633  5.121    0.771    0.891       -4.31 -0.00153 -0.00530
     1335.34  12308.06  5.434  5.081    0.914    0.790       75.20 -0.00298  0.00008
     1345.91  12798.27  5.241  5.188    0.759    0.903     -374.51 -0.00790  0.00525
     1350.32  13286.78  5.198  5.254    0.885    0.740       81.75 -0.01003  0.00641
     1348.56  12537.53  5.313  5.177    0.777    0.897       -1.49 -0.00675  0.00331
     1342.49  12474.13  5.224  5.006    0.756    0.915      183.51 -0.00370  0.00576
     1345.29  12760.53  5.284  4.808    0.754    0.904        6.76  0.00180  0.00417
     1337.25  12419.34  5.492  4.684    0.782    0.902       -0.07  0.00734 -0.00141
     1336.50  12199.85  5.617  4.744    0.768    0.926      -12.15  0.00739 -0.00479
     1336.32  12417.15  5.589  4.843    0.774    0.918      -15.27  0.00466 -0.00406
     1345.40  12052.97  5.281  4.871    0.788    0.919      -10.57  0.00024  0.00425
     1349.93  12793.85  5.241  4.829    0.752    0.892      182.99  0.00076  0.00535
     1342.07  12509.78  5.555  4.742    0.783    0.898        2.26  0.00670 -0.00313
     1345.19  12705.27  5.757  4.701    0.747    0.909       -4.19  0.01014 -0.00855
     1348.94  12618.74  5.799  4.772    0.743    0.910      -13.00  0.00892 -0.00972
     1339.48  12227.21  5.678  4.932    0.772    0.921      -17.97  0.00359 -0.00649
     1343.17  12974.19  5.707  5.022    0.752    0.880       -8.79  0.00177 -0.00729
     1350.05  13085.70  5.817  5.065    0.734    0.902       -9.46  0.00206 -0.01025
     1343.54  12679.86  5.695  5.051    0.768    0.909      -11.97  0.00092 -0.00697
     1341.71  12426.75  5.492  4.998    0.795    0.892     -369.33 -0.00025 -0.00148
     1342.88  12798.15  5.499  4.923    0.784    0.885     -544.14  0.00162 -0.00165
     1342.98  13054.35  5.710  4.793    0.746    0.873       -1.60  0.00735 -0.00733
     1348.86  13428.13  5.803  4.639    0.731    0.887       -5.04  0.01219 -0.00980
     1348.68  13069.69  5.803  4.602    0.724    0.909       -9.73  0.01308 -0.00979
     1345.62  12462.35  5.730  4.679    0.751    0.931      -13.82  0.01035 -0.00785
     1336.91  12210.54  5.501  4.701    0.907    0.799      -99.72  0.00703 -0.00166
     1346.45  12710.51  5.387  4.627    0.773    0.893        5.14  0.00743  0.00143
     1344.35  12370.54  5.408  4.590    0.775    0.905       -5.83  0.00859  0.00087
     1344.45  12015.25  5.336  4.605    0.794    0.907       -5.49  0.00733  0.00282
     1352.87  12260.07  5.219  4.634    0.761    0.909       -4.54  0.00522  0.00597
     1345.26  12452.95  5.418  4.706    0.789    0.898        0.25  0.00589  0.00058
     1343.73  13062.10  5.695  4.752    0.749    0.881       -4.88  0.00815 -0.00689
     1347.31  13286.36  5.799  4.715    0.729    0.882       -6.54  0.01030 -0.00972
     1347.48  12450.89  5.712  4.631    0.775    0.902       -9.48  0.01127 -0.00734
     1335.40  11253.81  5.383  4.626    0.847    0.915      -21.80  0.00740  0.00155
     1344.62  11397.34  4.935  4.595    0.890    0.839     -817.90  0.00273  0.01363
     1341.66  11581.16  4.756  4.570    0.828    0.875    -1253.30  0.00114  0.01847
     1351.86  12275.45  4.958  4.545    0.777    0.873     -172.65  0.00420  0.01303
     1352.68  13043.80  5.223  4.579    0.750    0.870        2.06  0.00661  0.00586
     1343.07  12744.31  5.432  4.606    0.779    0.877     -362.45  0.00849  0.00023
     1340.37  12554.09  5.485  4.595    0.783    0.888       -5.85  0.00940 -0.00120
     1342.81  12119.06  5.529  4.567    0.906    0.799     -270.51  0.01061 -0.00239
